content_id,content,subject,sentiment_value,sentiment_word
6275,锁卡住了，硬拉即可。我第一次遇到也不知道咋办，还爬到后备箱想从里面弄开，后来打电话问4s店，让我直接硬拉开。,空间,0,
16524,前面225/55/17后面225/60/17这样配合是不可以的，因为前后轮胎直径不一样，跑起来转速比也是不一样的，如果这样配合使用会损坏全时四驱系统。,舒适性,0,
16524,前面225/55/17后面225/60/17这样配合是不可以的，因为前后轮胎直径不一样，跑起来转速比也是不一样的，如果这样配合使用会损坏全时四驱系统。,操控,0,
16665,清洗完毕！动力有提升，油耗下降！三元的眼太细了，堵的惨不忍睹啊！三元是两段，草酸清洗确实有用                        ,油耗,0,
8022,现在二线城市貌似还订不到这个颜色    ,外观,0,
10433,欧蓝德底盘高度不比指南者低反而搁底盘？就爬坡能力不比那两款差！,操控,0,
9691,是的，小活不赚钱。想换正时套件，问了下4S的价钱，准备去苏州4S换。和上海4S比，省下的钱可以连吃带玩住一天了。    ,价格,0,
4004,我的也是2.5尊贵...而且驾驶时并没有明显感觉到这个声音...    ,舒适性,0,
12058,应该跟水平对置没关系吧，感觉机油用好点的会好一些。    ,动力,0,
15444,很正常，基本都烧机油，你这个算烧得晚了，我是五万开始烧,动力,0,
16829,差价还是有几大万啊。。   ,价格,0,
9016,沙雕，告诉你，不是欧蓝德的动力不够，四驱不好，是欧蓝德的CVT变速箱无法承受很大的起步扭矩，所以爬不上，光一个变速箱就帮森林人不再一个档次，别谈其它性能了    ,动力,0,
879,上次曝光的小改款配置单仔细看过，除了2.5尊贵ES版和2.0XT，其余还是棒棒糖钥匙。,配置,0,
3843,原车导航就是亿连的啊，我的始终连接不上啊？,配置,0,
10167,大排量 不等于 大动力 2.0日常足够用了 发动机技术比2.5还高 要激情上xt,动力,0,
2068,思域不支持全油门起步，就算你踩到底，发动机实际出力不会给你最大扭矩的，跟你谈不下去了，你继续意淫，再见    ,动力,0,
5099,2.5豪华特装得差3万吧 但是在自己2.0预算的范围内再加3万 我觉得你可选的车又多了好几辆 要空间 新款汉兰达 冠道 途观L 要安全性 敦实 锐界 除非你只认准斯巴鲁了别的不买    ,空间,0,
6910,平均油耗在8个以下的，我敢肯定他的B柱平均时速肯定在25以上。,油耗,0,
14216,看看也罢，虽然，买森林人的，多数真的没看上那俩车，不谈车子本身的对比了，什么国产、进口、性能云云.. 就看楼上各种评论，能各种论证的，俺就好佩服,操控,0,
15526,你哪里的啊？价格合适的话也可以。    ,价格,0,
13608,无利不起早，知道你发帖拿了钱，但欧兰德已经卖那么便宜了，本来就没多少利润空间，还要花钱雇你这种狂躁又不称职的车黑，三菱怎么能不倒闭呢？你继续high，但真为三菱感到不值，可悲啊！！！    ,价格,0,
15970,完全赞同。进口的品质还是要好些，家里有孩子，我也喜欢内饰的味道尽量小。合资品牌20多万级别的车，味道也真不小，臭名昭著的长安福特就不提了，就连广本奥德赛的内饰味道也令我作呕    ,操控,-1,味道真不小
15970,完全赞同。进口的品质还是要好些，家里有孩子，我也喜欢内饰的味道尽量小。合资品牌20多万级别的车，味道也真不小，臭名昭著的长安福特就不提了，就连广本奥德赛的内饰味道也令我作呕    ,内饰,0,
13237,你确定你真的了解FB25发动机？不懂就别瞎逼逼了。,动力,0,
16868,上2.0烧机油概率少！,动力,0,
8543,新日石机油5-30，1万公里左右配KN长效机滤，后程也没有多少衰竭，油门跟新加时没有多大变化，更重要的是油耗控制在11个以内，12年运动版森林人,油耗,0,
6131,是啊，现在都是涡轮时代，这车马力差了点，上2.0t又性价比太低，另外宽度要加点，起码到1850，横向坐起来宽敞些    ,价格,0,
3153,噪音主要是什么？那传来的,舒适性,0,
5797,斯巴鲁一定要保持自己的外观…下一辆还买它,外观,0,
7719,就感觉高速声音比以前变大了。具体也听不出来    ,舒适性,0,
9801,不追求性能 日常市区使用的话 新日石是最适合斯巴鲁fb机器的 最好买日版铁罐,操控,0,
11232,谢谢，我比较喜欢斯巴鲁品牌，就是很多反映烧机油我犹豫了   ,动力,0,
6511,本人的2011款小森，目前6.4万公里，FB25发动机，自然吸气。,动力,0,
9115,你这没有方向性的问题，不好说啊，感觉这东西不靠谱啊 如果没有特殊的噪音，不要瞎折腾，受不了去花3000做个全车隔音吧，会好很多。 轴承一般不出问题是终身免换的，别乱花冤枉钱,舒适性,0,
6321,你干脆说这次爬不上是因为发动机根本没发动，用的是纯电动模式！继续吹呀吹呀吹呀吹呀吹呀~~~吹    ,动力,0,
9916,空调冷凝水，在副驾底部,舒适性,0,
2968,在2.5豪华导航版上加了什么配置?优惠后价格是多少?啥也没讲怎么告知哈。。。,配置,0,
2968,在2.5豪华导航版上加了什么配置?优惠后价格是多少?啥也没讲怎么告知哈。。。,价格,0,
7483,玻璃膜应该是绝大部分都是会贴的，底盘装甲就看你平时的用车环境啦，如果只是在市区跑的话，就没有必要啦,操控,0,
4074,具体是哪里的声音 知道嘛  前轮还是后轮 发出的  确定是哪里发出的声音  然后将前后轮倒个个  看看是否还是那里发出的声音 来确定是轮胎问题 还是轴承问题,舒适性,0,
7266,车衣就算了，玻璃膜还要要的，底盘装甲可以弄下,操控,0,
7327,装甲底盘用什么牌子的？    ,操控,0,
6825,我也考虑过自由光，但自由光车比森林人大，空间却没森林人大，动力，油耗，越野能力都不如森林人，气味刺鼻    ,空间,-1,
6825,我也考虑过自由光，但自由光车比森林人大，空间却没森林人大，动力，油耗，越野能力都不如森林人，气味刺鼻    ,舒适性,-1,
6825,我也考虑过自由光，但自由光车比森林人大，空间却没森林人大，动力，油耗，越野能力都不如森林人，气味刺鼻    ,动力,0,
6825,我也考虑过自由光，但自由光车比森林人大，空间却没森林人大，动力，油耗，越野能力都不如森林人，气味刺鼻    ,油耗,0,
8158,1:爬山赛的车马力大，马力大更需要抓地力，这个我提过。这个不是场地赛，什么事场地赛请百度。2:三菱已经退出拉力，斯巴鲁还在参加国内拉力赛并常年夺冠。3:讴歌不了解，找机会去试试。    ,动力,0,
9479,这价格楼主也敢联系，佩服，看这么久SE，到底合理价位多少早应该有数了吧,价格,0,
4150,是的是的，这涉及到后视镜、雷达系统、控制系统和电脑主板，很复杂，后期看来是无法改装了。   ,配置,0,
15867,高度一致，舒适性好些，效果不错，一对2千多的样子,舒适性,1,
2934,我还真跑过，高速公路的作业面能上去，但承载车身长期跑肯定受不了。,外观,0,
14984,听4S店里说，不论换什么品牌轮胎，最好4条轮胎花纹一样，好像说不一样的话对变速箱不好,舒适性,0,
7566,说话功夫底盘掉了，不说了，捡去。    ,操控,-1,
17193,呵呵 轮胎又不是轮毂！可以配的   ,舒适性,0,
4351,what t f？？？？一脸懵逼，明天换下支臂胶套我去看看，你们换没换过底盘胶套？另外我感觉车的晃动非常大，修理铺说避震没事    ,操控,0,
6643,没换过，啥都没换过。喜熄火状态。随便用手转一个轮子，对向轮胎也跟着转，但是是反方向。    ,舒适性,0,
12339,4W除了常规机油机滤~空调、空气还换啥啊？我3W时把刹车油换了   ,舒适性,0,
11284,欧蓝德呀，不也是全时四驱吗？我就说，你去欧蓝德论坛发个贴，把那个可以调节四驱两驱的按钮用502胶糊死，做到不用调节也能有全时四驱效果，哈哈，   谁叫他有那个按钮呢。       ,操控,0,
10886,之前烧机油大多数都是开了10多万公里才烧机油的，你的车还没到公里数，所以没有烧机油   ,动力,0,
11651,我的车是12款，除了担心烧机油，也没什么毛病    ,动力,0,
1249,每六千公里左右换机油机滤，检查清洁空滤空调滤（脏了厉害了就换），全车检查有无液体渗漏，检查底盘有无受损，检查灯光是否正常，检查轮胎，备胎气压是否正常，其他的通通忽略吧     ,舒适性,0,
17180,4年多跑3万8，可以考虑5万左右换了，那时候差不多6年了。 2000报价如果是循环机更换变速箱油那差不太多，变速箱油需要12升，每升108，差速器油需要3.5到4升，材料费就要接近1500了。,动力,0,
8340,就是看了说明书才更迷惑，说明书上变速箱油、前后差速器油都是4万公路换，和楼主所说4S店说法一致    。   仔细阅读说明书才伤身！！          ,动力,0,
14759,老师能详细介绍改装方案和价格吗？,价格,0,
4773,我记得你在欧蓝德那边说过你有几台欧蓝德，是几台，不是一台。 再说你有几台和我有毛关系。话说有钱人不是这么晒得。 你出错牌了。有钱人不会纠结几驱，油耗，几缸，带不带T。哈哈，你出错牌了。      ,油耗,0,
12217,空挡滑行也响！速度越快，声音越大    ,舒适性,-1,
11132,不知道价钱和牌子，只是在微信上看到4s的推荐，我换了800一对的前led雾灯。   ,价格,0,
17252,空调水正常的，只要车子有空调都会有。,舒适性,0,
8353,都她妈的胡说，1580的重量还轻啊，2.5的油耗在8个左右，50万的操控，该有的的配置都有，我就是2018款2.5尊贵版,油耗,0,
3528,好是好，就是价格太贵。,价格,-1,
11795,我的贴了，威固V70还是V40忘了。斯巴鲁既厚道又狡猾，只有前档、前排两侧、天窗是UV防紫外线玻璃，其余的都不是。,空间,0,
8719,少有的森改得这么好看的， RECARO的夹蛋座椅，长途是否会过累？   ,舒适性,0,
8885,这样好，改天我也装一个，价格多少？是马自达那个吧？    ,价格,0,
7113,老款只有175马力的森林人2.5，诶，怎么加速比欧蓝德快了半秒？？？              。    诶，加速慢就不说了，怎么油耗还高1升半？             ,油耗,0,
2246,清理发动机积碳的话，还是建议去4Ｓ店或者修理店清理更加的稳妥，希望可以帮到你。,动力,0,
2543,5年没贴膜，前一辆车贴膜太影响视线了，尤其是晚上下雨的时候，侧面啥都看不见。,舒适性,0,
15976,好像一般4s都是打吊瓶吧，以前在另一台车上采用过，没有效果，反而油耗增大不少。   ,油耗,-1,
13662,稍微有点高低起伏..那声音..5万块的车一样    ,舒适性,0,
3311,楼主你好，车载导航升级是最麻烦的，现在很少有车主用车载导航了，都是用手机导航，升级方便,配置,0,
1526,这个确实厉害，小地方都能想到。鄙视原厂，细节决定成败，为啥卖的不好是有原因的,内饰,0,
13187,汉兰达空间大，省心，保值，但是加价。森林人操控好，小众，配件贵，昂科威，买车送维修技术，    ,操控,1,
13187,汉兰达空间大，省心，保值，但是加价。森林人操控好，小众，配件贵，昂科威，买车送维修技术，    ,空间,1,
15432,同款07年13万公里车主告诉你，我那台2.0姥姥森，比现款4，5年的2.0森林人或xv无论加速、爬坡绝不会落下风地     ,动力,1,
7389,我修过 右边漏 就两边一起搞了 一千块以内可以搞定 不用抬发动机 两个小时就搞好了,动力,0,
2520,12是尾款，尾款车有个特点就是毛病少，该解决的基本上都解决了。但个别有烧机油的。这个车如果不烧机油，估计卖的人不多。二手斯巴鲁不值钱，但值得留着玩。,动力,0,
4979,老哥，我这边现在有个08款的斯巴鲁森林人xs自动2.0顶配不知道值不值得收，15w公里，8万块钱左右 ，哎……发动机和四驱都挺吸引人的，但就是害怕修和保养啊！斯巴鲁配件到底贵不贵啊现在？尤其这款已经停产了    ,动力,0,
1713,恭喜！进口3.5无敌很漂亮 多钱提的？油耗咋样,油耗,0,
4834,车型有点老，感觉好久没有换代了，而且这个凭置发动机修起来费用很高，综合用车成本太高了。,动力,0,
4605,途观L相当...不好。不说那个离合，座椅不舒服   ,舒适性,0,
3136,我的也是13款2.5 很久没听见爆震声音了，楼主不妨试试，用厚一点机油看看,舒适性,0,
14532,我4000公里后备箱那开始响的。特别走水泥路。左侧前门想过一次。反正看不出哪里不好，备胎那里就一把螺丝刀和拆螺母的，都分开放了，牌照挺结实的，后备箱也盖的挺结实呀。,空间,0,
10210,高速上开好导航，没测速的路段拉拉不就好了。,配置,0,
11051,图片二的茉莉珠光绿颜色，很符合原车   ,外观,0,
7641,另外，昂科威的油耗高森林人3个左右,油耗,0,
2417,散之前没拍照？以前我都拍下来，现在都熟能生巧了。春秋天我都不安空调那套，太麻烦。    ,舒适性,0,
3111,根据楼主的问题，从后期保养，销量，品控等方面，个人还是建议奇骏，不过森林人的全时四驱还是不错的，就是没有优惠啊，如满意请采纳,操控,0,
3519,欧洲车一般从奥迪从a4到a8底盘铝件了    ,操控,0,
10316,说到价格不实惠就不得不说一个老话题了，去看看特供的途观L四驱版本多少钱吧    ,价格,0,
2488,不用想着去修了，我的18款也7000公里了，后备箱，中控台，前后门，座椅都有响声了，每天都安慰自己，这是正品这是正品……,内饰,-1,
1427,油耗8.6是怎样做到的，我的已经12,油耗,0,
12826,放图没成功，自己看导航说明出,配置,0,
266,老铁，我也在考虑这车！您这车油耗怎么样,油耗,0,
8249,之前网友发过导航升级凯立德的帖子，自己搜一下。,配置,0,
6289,方向盘后面的换挡拨片。。经常用，结果也是掉漆严重   ,操控,-1,
9654,我是18款2.5es豪华森 我是不是买了个假森 为什么我的小森没有那么大噪音 最快开过120但是也没有太大噪音呢？还是说18款有改善？    ,舒适性,0,
7512,中间不是瞬间油耗，是本次旅程的油耗。odo是总里程油耗,油耗,0,
8391,展车味道比较小，能优惠也不错,舒适性,0,
16742,我测过，实际油耗比标显多0.3升    ,油耗,0,
14020,表现会略低，真实油耗会略高。长时间市内驾驶和磨合期内油耗也会高。,油耗,-1,
6508,尤其热车转弯的时候声音大,舒适性,-1,
13744,刚改过，喇叭、隔音2000，dsp 功放1000，还可以。研究一下，森林人的喇叭6.5寸4欧姆的，建议可以淘宝看一下价格什么的，再去音响改装店看看。,价格,0,
9757,开过486森林人的都会中毒的，操控好就是很好开，女士也很喜欢！,操控,0,
6631,我之前8.5万买了台准10年的10款2.0森林人表上显示9万公里，买过来后开了一个月，发动机漏油严重，正时及气门盖漏油，维修费用接近5000元，唉，衷心奉劝别买,动力,0,
6447,第一次买二手车，之前都是买新车，师傅说车没有发生过事故，没有泡水，就是车本身问题，发动机漏油    ,动力,0,
6617,可以蓝牙听手机里的歌。歌还是在手机里。声音从车载音响系统中传出。不存在“导入”这个步骤。   ,舒适性,0,
8734,这个油耗正常，我每天上班跑上一小段还堵车呢    ,油耗,0,
388,我18款2.0的，平时跑跑最多9个油。上星期去高速拉了180码，巅峰油耗才16个油。除非你们市区跑，一直停停走走    ,油耗,0,
11998,干嘛改一键启动……用的都是国产的。当初4S极力推荐我改无钥匙进入启动，一听价钱一套才3700块，很心动。一问是国产的。我直接说没钱，销售就不吭声了。    ,价格,0,
16893,我2.0T都用美孚EP，便宜，噪音大点，目前6500公里没发现问题,舒适性,0,
26,车速产生的离心力干不过抓地力无所谓的，赛车过弯必须这样开   ,操控,0,
7711,不用想了，肯定加装的车嘛，定的价格高了，再优惠。关键是不是18款嫩，更关键   ,价格,0,
15004,需要的，因为换了中缸之后发动机号码会变更，机动车登记证上也要做变更,动力,0,
3203,我认为是后离合器换挡，前轮获得更多或者更少动力所以冲一下，仔细观察，顿挫的时候发动机转速也会有变化,动力,0,
14354,装模块后油耗怎么样？比以前高些吗？,油耗,0,
2475,换的后减震器怎样？是不是翻新件耐不耐用？舒适性怎么样？,舒适性,0,
634,除了白色的漆不是金属油漆，其它的颜色的都是金属的漆面的。,外观,0,
12394,因为斯巴鲁发动机陈旧了很多有漏油现象，也算是通病，成本高，其实车是好车    ,动力,0,
14530,猪大肠那里想开了其实没什么，主要荣放地盘悬挂等主要地方用料对的起售价，奇峻比荣放来说这些地方差火候，你要是考虑2.5的，奇峻动力总成跟荣放差很多很多的，朋友。    ,价格,0,
6674,是的。看看世界顶级的场地赛F1和大名鼎鼎的纽博格林北环，就算是大马力的赛车.性能车.超跑在争分夺秒的计时赛里是没有哪个车手会轻易用漂移的，如果有的话那他多半是失控了     ,操控,0,
3289,只加一个dsp功放的话会有所提升，达不到健伍917同样的音质。 导航机的能力有限。,配置,0,
14888,换好点的轮胎，，舒适静音的,舒适性,0,
13320,应该是偶尔吧，是音响发出的吧，我也遇到过，我感觉是播放声音时启动造成的，启动的一瞬间黑屏然后正常，就这一瞬间,舒适性,0,
10401,发动机制动就两个状态，憋的住档位和憋不住档位，什么叫效果弱，难道你以为发动机制动是车会自动刹车么,动力,0,
10677,1万2~1万3配个ES不就是斯巴鲁的行价么,价格,0,
12579,可能如果不是庞大，es早引进了，导航也不会是山寨的，斯巴鲁出口给中国所有车型和国外比都是严重简配，不得不说庞大这心机婊啊    ,配置,0,
6693,怎么升级的？泉州4s说他们也没搞过，这蓝牙连上后用百度地图，动不动就没声音了，尤其一接电话，蓝牙就不播报了，手机也没声音，路走到一半很懵逼，后来都不敢用蓝牙了，现在这么个屏幕几乎没用了#%#“……”,舒适性,0,
263,但问题是小改款的优惠好像是没有老款的大，这样算下来就有两三万的差价了诶。。    ,价格,0,
5433,你应该加装一个中控彩屏,配置,0,
2393,后来又得去改些配置，比如电动尾门的。   ,配置,0,
1198,好像是在导航状态下，导航声音发声时调音量，就可以单独调整导航音量。,配置,0,
2956,你会发现和网上的相差不大，但价格会很大……,价格,0,
3786,中控软件更新后可以与苹果手机连接，使用也比较稳定。,配置,0,
7212,我16款2.0L， 120KM稳定行使的转速2500左右，加速会上到3000-3500,动力,0,
11620,目前5000公里刚首保 北京环路上下班中重度堵车状态下 小熊油耗 加油5次以上的平均值 11.4左右 高速120-160的话8左右,油耗,0,
1809,2．5森林人，油耗低，空间大，全时四驱。,空间,1,
1809,2．5森林人，油耗低，空间大，全时四驱。,油耗,1,
5301,我也是合肥，同样烧机油，已更换模特8100 0W-30，目前一切正常，油耗小幅上升到9,油耗,0,
9452,苹果六可以蓝牙链接放歌啊，就是接电话的时候有时候对方听不见我声音，后来发现要用方向盘的接听按键，不要习惯性地滑手机,操控,0,
6432,我是豪华导航，我觉得它前脸好看，但是后面时尚好看，豪导后面没有尾翼像被剃了光头一样，具体看个人喜欢。还有要注意2.0中间的小屏幕没有xmode显示，胎压数值，驱动力实时分配的参数，不够科技感,配置,0,
5895,价格透明，商家众多，X东，X虎上查。,价格,0,
1701,不好意思，我要的是中控多功能彩屏    ,配置,0,
12375,欧系这个范围太大了，越运动的车子底盘越硬感觉越低级，约豪华的车子底盘越有韧性也会偏软相对有种高级感。所谓的厚重感，的确和悬挂的反馈韧性以及行程有关。但是仅仅是替换悬挂却没有好的调教的话，可能也很难达到楼主想要的感觉。主要考虑行驶质感的话，雷克萨斯绝对是个升级选择。   ,操控,0,
2722,空调的就那么回事，哪都行,舒适性,0,
16065,2.0也烧机油的？不是说很少的吗？怕怕！,动力,0,
16773,价格真不贵，但车况决定价格,价格,0,
2943,我是14款的2.0，高速走的少，目前还没烧机油，就是害怕烧机油才没办法选的2.0   ,动力,0,
8578,说是29号到的车，价格28万多，一分优惠也没有。导航和16款一模一样。    ,价格,0,
4422,可以考虑装一对小拉杆。我前几天装了对改善行驶厚实感挺有帮助，效果明显确实有了点德系车底盘的味道。,操控,0,
795,然而q5能去的地方，傲虎都能去，傲虎能去的，q5不一定。q5贴地上1是轮胎好，2是方向盘不敏感，3是减震器拉伸力度小。    ,操控,0,
10272,通常你觉得价格靠谱的车子，车况一定不靠谱。不是斗狠，是善意提醒。    ,价格,0,
13057,应该没几个是这个油耗吧！2.0的大哥，别洗刷小弟了    ,油耗,0,
2914,蝎子是倍耐力的啊，你找倍耐力蝎子应该就能找到，我是之前网上看到的，胎花不错，然后去轮胎店买的，价钱没啥大区别    ,价格,0,
2914,蝎子是倍耐力的啊，你找倍耐力蝎子应该就能找到，我是之前网上看到的，胎花不错，然后去轮胎店买的，价钱没啥大区别    ,舒适性,0,
9692,我一般点火后等待15秒左右就起步，低速开出地库或单位蓝灯就灭了，然后正常行驶。水平对置发动机怠速时就是会间隙性的微抖，绝对正品。转速指针波动是空调运行和关闭引起的，正常。,动力,0,
13526,平时长途市区各占一半，很少载人，9.8油耗,油耗,0,
6993,有几个油耗A，B里程油耗和总油耗，你调调看，总油耗为准,油耗,0,
8380,我车从一开始就有这样的嗡嗡声音了。。后来看论坛，可能是轴承的问题。。但是还没有动过。。4s 店铺也查过。。好像也没说什么。。等你的更新,舒适性,0,
12860,换了中缸一样烧机油。我已经向法院起诉了。晚些时候会发帖。输赢都无所谓，但是官司必须要打！,动力,0,
4439,某东的曼牌或博世都不错。但你这个气味换滤芯是没法解决的，需要清洗蒸发器。,舒适性,0,
1016,本人车也会嗡嗡嗡的响，这个时候拉个手刹再松一下声音会消除。不知道是轴承还是后轮毂刹回位不行,舒适性,0,
8828,什么蓝灯？ 等红灯时怠速不会关闭或开启空调啊！    ,舒适性,0,
5025,2.0时尚，1500多公里，表显平均油耗也是6.8。4S提出来去加了250元92#第二次加了200。跑了940多公里还剩三格油，主要是城际快速路和二级路多，市区拥堵跑得少。,油耗,0,
2616,4S这个价格不贵。自己买自己装可能会便宜4.5百吧！,价格,0,
13380,垃圾导航贴什么膜，赶紧用坏换掉！,配置,-1,
16667,有几个灯不点燃发动机是不会灭的吗？    ,动力,0,
10122,空调滤换，不一定能解决问题，，，，洗洗得    ,舒适性,0,
17247,买了2.5的，不知道2.0的油耗。感觉一般都是小排量的省油点    ,油耗,0,
3282,水温蓝灯啊，怠速时空调不关闭的。    ,舒适性,0,
13403,欧蓝德好，变速箱开100万照样新车状态    ,动力,0,
12637,这些年得维修怎么办，配件好找么？原厂价格如何,价格,0,
3527,一个230匹，一个260匹，油耗都不低,油耗,0,
13084,发动机不一样，变速箱不一样，四驱系统不一样。提速推背强，是个模糊的概念，需要数据支撑，6秒和8秒的零百意味着巨大的差距。se有原生的后桥限滑差速，高速攻弯的能力也远在普通2.5t之上。,动力,0,
9267,踩油门感觉没力气的，之前轻松140，现在使劲踩才120，噪音大的不得了，会不会是机油的问题的    ,舒适性,-1,
2843,踩油门感觉没力气的，之前轻松140，现在使劲踩才120，噪音大的不得了，不知会不会是机油的问题    ,舒适性,-1,
12766,我原本只是回应一句：森林人操控好是因为轴距短结果好像被带偏了。话说轴距短的SUV多了去了   ,操控,0,
5141,最多也是换发动机 换车难    ,动力,0,
13429,我轴承坏过，是有节奏的嗡嗡，随着速度增加，嗡嗡也不断增加，轻微的震动也不断增加，不会出现加速困难的现象,动力,-1,
2754,哪方面高？车船税？油耗？    ,油耗,0,
6058,换了以后能否支持原车方向盘快捷键？还有原车的倒车影像？    ,操控,0,
7964,油耗不是这样算的。把油箱跑干一点。然后在加完油后。B表清零。在吧油箱跑到和上次差不多的时候。看里程除以上次加油的钱就是每公里几毛了,油耗,0,
9553,这种二手车就怕修，一旦零件寿命到了，修起来价格不是一点点,价格,0,
15437,我今天高速700公里，2.5的油耗基本保持5.5-5.8，,油耗,0,
5154,没有你们说的那么垃圾吧？我对音乐没有什么追求，能听就行，基本市区就是听广播，导航基本不用，所以原车的就够了,配置,0,
8279,10000公里以后，油耗自动清零，重新算。你这油耗是10000公里以后的平均油耗了。,油耗,0,
16422,正常出行很够用，爬坡，急加速很不行,动力,-1,
5775,4万公里换的，按说明书来，厂家编的，不是4s张口说的，换就换吧。 的确很清澈，但这只是肉眼看的。机油都知道要换，是清洗作用，这变速箱油都用了4万公里了。,动力,0,
10642,够用，没问题。 但有钱就2.5，极端情况下，有更好的动力储备，比如突然来一车要撞你，你需要最短的时间内加速避让...,动力,0,
15590,4S变速箱加前后差一共1300搞定。路况好6万，经常跑烂路4万。    ,动力,0,
17188,我的也是这样，总要顿一下，可能是车身高的原因吧？,外观,0,
470,音量难道不可以调？我也是用蓝牙接电话，不觉得声音有多大呀？问题是接电话的时候音量是可以调节的。,舒适性,0,
1714,我跑工地，不放心，所以4万就换了，换下来的变速箱油有点发黄，新的是青柠那种颜色。后差螺丝上一小堆铁屑，油也是棕色，前叉油颜色挺亮的。四驱crv的手册上写着后差是2万公里就要换油呢。,动力,0,
13968,赣州4S变速箱加齿轮油2500    ,动力,0,
12245,变速箱油6-8万公里换,动力,0,
11526,我的开了一年15000KM，开空调时也有这种感觉，顿挫感明显且刹车变软，不好控制，正在苦脑当中，楼主解决了麻烦告知一声。,舒适性,0,
5898,好的 那就去换一个 普利司通原厂轮胎 国内对应型号没有,舒适性,0,
10715,一万公里四个轮胎全都有小裂口,舒适性,-1,
1155,不是就在中间小屏幕上么？方向盘左后那个设置格式啊功能排列啥的,操控,0,
16635,年份有点长，价格有点虚 不是泡水或事故 那就值！,价格,0,
9073,发动机声音大得不得了，人多真不好意思启动。以为柴油机,动力,0,
13771,你这个是怎么测出来？我目前跑了2800多，油耗9.4,油耗,0,
7850,貌似山东的优惠不去江苏    ,价格,0,
6603,我的声音还很大，直接忽略,舒适性,-1,
5905,说的很对，合资SUV周围已经买的很多了，再跟风觉得这钱花的没多大意思。宝马奔驰路上太多太多，视觉疲劳了，唯有小众车才能让人眼前一亮，当然要质量性能品牌都不错的小众才行。    ,动力,0,
13575,担心什么，大众车烧机油那么严重，还不是那么多人买，别人怎么就不担心？,动力,0,
14752,2.0时尚，1700多，没有这种声音。,舒适性,0,
3197,别的车不是水平对置啊…不过保时捷是不是也这样我不清楚！这个太贵开不起也没开过…    ,动力,0,
8936,仪表盘右边小圆柱，导航屏上面的小屏，平均油耗，续航里程，瞬时油耗等等，循环显示的。,配置,0,
8936,仪表盘右边小圆柱，导航屏上面的小屏，平均油耗，续航里程，瞬时油耗等等，循环显示的。,油耗,0,
6115,一个字骚，楼主发动机不是官方的能变更。？,动力,0,
2010,你是在义乌时代买的吗 我问他们这个价格 非要我报出你名字才给看   怎么办。。,价格,0,
1854,2.5尊贵导航eyesight版，29.98万,配置,0,
13218,内饰毫无变化，还是原来的配方还是熟悉的味道    ,内饰,0,
5998,谢谢分享。这机油消耗水平典型的13款FB吧 综合看下来火花塞10w换也行，前差可以6w，后差可以8w多，变速箱油可以8w-9w。,动力,0,
1957,我是12款运动版，2.5L，FB25自吸发动机，有同款的吗？我加92油，你们加几号油啊？,动力,0,
7969,我在等2025年的换代森林人 ，对于外观，只希望尾灯别变太多，超喜欢现款的尾灯，方方正正很硬气，总觉得一长溜的尾灯有点点娘,外观,0,
9838,新森cvt也能做到这个油耗。保养也是一方面。,油耗,0,
1860,根据楼主的描述，这种轮胎短期内城市路况使用没什么问题，如果要跑高速就建议换掉,舒适性,0,
10695,得拿大鼻孔去对比 油耗也不会占优,油耗,0,
17304,楼主，请问你那里新款车价可以减一万吗？,价格,0,
3852,我开人家的CRV  XRV怎么都没听见这种声音,舒适性,0,
14513,我是刚好碰到新车发布 所以那经理说就发布后的两小时有优惠一万的活动 现在我就不知道了 付了点意向金 不过考虑到后期维护保养的费用 我想打退堂鼓了    ,价格,0,
2624,变速箱油用循环机换的话 什么品牌都可以，用非原厂变速箱油更换的话用量一定要多，最低13L吧，换得彻底，以免两种油液混合提前变质。    ,动力,0,
14886,值得等吗？斯巴鲁十年了 都价格咬得死    ,价格,0,
69,JEEP指南者的话就2.4 9AT可以选，1.5 双离合就算了，动力总成就是菲亚特菲翔那套动力一样，而且就戴克公司的品质，小毛病多，油耗高，动力弱，就剩一个外形了。,油耗,0,
4883,提高配柯迪亚克哪那都比它强，买情怀是要付出代价的，,价格,0,
10295,挺划算的，我坐标广州，新款一点优惠都没有，送点东西而已，可以提裸车。    ,价格,0,
7031,游丝的话打方向按多少会响一下吧，而且多功能方向盘完好    ,操控,0,
11552,就是开窗的时候开空调听出来了，后来应该是慢慢变小了，刚开启空调声音大点，你也会吗？    ,舒适性,0,
11270,如果感觉到变速箱有点反应迟钝或者有换挡迟钝 那就需要更换变速箱油了不是必须的,动力,0,
15775,价格差不少呢，森林人更均衡一点，越野能力还是指南者牛逼。,价格,0,
7286,我只是卖车不卖牌啊。要上深圳牌需要符合要求才可以参加摇号或者竞价。    ,价格,0,
14811,想买就买，天天等头发也白了，每次换代都会增加配置或者加钱。我先买16款，到了30款直接换,配置,0,
5664,那也是 小排量涡轮增压起码关税低了 可以拉低入门售价    ,价格,0,
4525,不挂p档能开后备箱算我服你    ,空间,0,
3570,小白新手，这是第一辆车，不懂，下车后发现后备箱是松动的，重新打开一次关闭后就好了    ,空间,0,
921,正常！斯巴鲁车系发动机的特点，不响才不正常啊！,动力,0,
11426,价格已经很好了，喜欢最重要。,价格,1,
